street-custodian	administrative-area	town	locality	name	place
1905	HERTFORDSHIRE	BROXBOURNE			74569870
1905	HERTFORDSHIRE	CHESHUNT			74574007
1905	HERTFORDSHIRE	GOFFS OAK			74574010
1905	HERTFORDSHIRE	HODDESDON			74569872
1905	HERTFORDSHIRE	TURNFORD			74573669
1905	HERTFORDSHIRE	WALTHAM CROSS			74573666
1905	HERTFORDSHIRE	WORMLEY			74574008
